_cid,player_name,key_mlbam,year,position,guarantee_total_real_2025,term_start_year,ISI_lb3_lamdba_35,isi_D_days_lb3_lamdba_35,isi_N_stints_lb3_lamdba_35,recency_weighted_days_lb3_lamdba_35,recency_weighted_days_rate_lb3_lamdba_35,durability_days_rate_lb3_lamdba_35,injury_burden_lb3_lamdba_35,any_surgery_flag_lb3_lamdba_35,any_structural_flag_lb3_lamdba_35,any_tier3_plus_flag_lb3_lamdba_35,arm_days_lb3_lamdba_35,arm_share_days_lb3_lamdba_35,isi_window_seasons_avail_lb3_lamdba_35,isi_full_window_flag_lb3_lamdba_35,ISI_lb3_lamdba_5,isi_D_days_lb3_lamdba_5,isi_N_stints_lb3_lamdba_5,recency_weighted_days_lb3_lamdba_5,recency_weighted_days_rate_lb3_lamdba_5,durability_days_rate_lb3_lamdba_5,injury_burden_lb3_lamdba_5,any_surgery_flag_lb3_lamdba_5,any_structural_flag_lb3_lamdba_5,any_tier3_plus_flag_lb3_lamdba_5,arm_days_lb3_lamdba_5,arm_share_days_lb3_lamdba_5,isi_window_seasons_avail_lb3_lamdba_5,isi_full_window_flag_lb3_lamdba_5,ISI_lb3_lamdba_7,isi_D_days_lb3_lamdba_7,isi_N_stints_lb3_lamdba_7,recency_weighted_days_lb3_lamdba_7,recency_weighted_days_rate_lb3_lamdba_7,durability_days_rate_lb3_lamdba_7,injury_burden_lb3_lamdba_7,any_surgery_flag_lb3_lamdba_7,any_structural_flag_lb3_lamdba_7,any_tier3_plus_flag_lb3_lamdba_7,arm_days_lb3_lamdba_7,arm_share_days_lb3_lamdba_7,isi_window_seasons_avail_lb3_lamdba_7,isi_full_window_flag_lb3_lamdba_7,ISI_lb5_lamdba_35,isi_D_days_lb5_lamdba_35,isi_N_stints_lb5_lamdba_35,recency_weighted_days_lb5_lamdba_35,recency_weighted_days_rate_lb5_lamdba_35,durability_days_rate_lb5_lamdba_35,injury_burden_lb5_lamdba_35,any_surgery_flag_lb5_lamdba_35,any_structural_flag_lb5_lamdba_35,any_tier3_plus_flag_lb5_lamdba_35,arm_days_lb5_lamdba_35,arm_share_days_lb5_lamdba_35,isi_window_seasons_avail_lb5_lamdba_35,isi_full_window_flag_lb5_lamdba_35,ISI_lb5_lamdba_5,isi_D_days_lb5_lamdba_5,isi_N_stints_lb5_lamdba_5,recency_weighted_days_lb5_lamdba_5,recency_weighted_days_rate_lb5_lamdba_5,durability_days_rate_lb5_lamdba_5,injury_burden_lb5_lamdba_5,any_surgery_flag_lb5_lamdba_5,any_structural_flag_lb5_lamdba_5,any_tier3_plus_flag_lb5_lamdba_5,arm_days_lb5_lamdba_5,arm_share_days_lb5_lamdba_5,isi_window_seasons_avail_lb5_lamdba_5,isi_full_window_flag_lb5_lamdba_5,ISI_lb5_lamdba_7,isi_D_days_lb5_lamdba_7,isi_N_stints_lb5_lamdba_7,recency_weighted_days_lb5_lamdba_7,recency_weighted_days_rate_lb5_lamdba_7,durability_days_rate_lb5_lamdba_7,injury_burden_lb5_lamdba_7,any_surgery_flag_lb5_lamdba_7,any_structural_flag_lb5_lamdba_7,any_tier_3plus_flag_lb5_lamdba_7,arm_days_lb5_lamdba_7,arm_share_days_lb5_lamdba_7,isi_window_seasons_avail_lb5_lamdba_7,isi_full_window_flag_lb5_lamdba_7
40,"Smyly, Drew",592767,2021,lhp-s,13054494.59,2021,0.090855757,40,1,23.66221457,0.009594551,0.03652968,0.009548816,0,0,0,0,0,1,FALSE,0.089767275,40,1,18.89466211,0.007661405,0.03652968,0.007632205,0,0,0,0,0,1,FALSE,0.088649204,40,1,13.99750996,0.005675708,0.03652968,0.005659662,0,0,0,0,0,1,FALSE,0.083419937,40,1,23.66221457,0.005756731,0.021917808,0.005740224,0,0,0,0,0,1,FALSE,0.082766848,40,1,18.89466211,0.004596843,0.021917808,0.00458631,0,0,0,0,0,1,FALSE,0.082096005,40,1,13.99750996,0.003405425,0.021917808,0.00339964,0,0,0,0,0,1,FALSE
41,"McHugh, Collin",543521,2022,rhp,10989380.34,2022,0.161557303,35,3,25.13385643,0.010191273,0.03196347,0.010139692,0,1,0,17,0.485714286,2,FALSE,0.160604881,35,3,20.069792,0.008137896,0.03196347,0.008104962,0,1,0,17,0.485714286,2,FALSE,0.159626569,35,3,14.8680676,0.006028702,0.03196347,0.006010602,0,1,0,17,0.485714286,2,FALSE,0.154747347,35,3,25.13385643,0.006114764,0.019178082,0.006096144,0,1,0,17,0.485714286,2,FALSE,0.154175894,35,3,20.069792,0.004882738,0.019178082,0.004870856,0,1,0,17,0.485714286,2,FALSE,0.153588906,35,3,14.8680676,0.003617221,0.019178082,0.003610695,0,1,0,17,0.485714286,2,FALSE
42,"Yates, Kirby",489446,2022,rhp,9066238.78,2022,0.135393371,40,2,32.54775277,0.013197458,0.03652968,0.01311113,1,1,1,40,1,2,FALSE,0.134202894,40,2,22.36972153,0.009070471,0.03652968,0.009029582,1,1,1,40,1,2,FALSE,0.133173388,40,2,13.56792196,0.005501519,0.03652968,0.005486441,1,1,1,40,1,2,FALSE,0.127051713,40,2,32.54775277,0.007918475,0.021917808,0.007887288,1,1,1,40,1,2,FALSE,0.126337427,40,2,22.36972153,0.005442283,0.021917808,0.005427527,1,1,1,40,1,2,FALSE,0.125719724,40,2,13.56792196,0.003300911,0.021917808,0.003295475,1,1,1,40,1,2,FALSE
43,"Pina, Manny",444489,2022,c,8791504.272,2022,0.169466333,52,3,33.73359151,0.013678292,0.047488584,0.013585588,1,1,1,0,0,2,FALSE,0.16798246,52,3,24.86913624,0.010083934,0.047488584,0.01003343,1,1,1,0,0,2,FALSE,0.166588749,52,3,16.70777719,0.006774667,0.047488584,0.006751822,1,1,1,0,0,2,FALSE,0.159492765,52,3,33.73359151,0.008206975,0.028493151,0.008173481,1,1,1,0,0,2,FALSE,0.158602441,52,3,24.86913624,0.00605036,0.028493151,0.00603213,1,1,1,0,0,2,FALSE,0.157766215,52,3,16.70777719,0.0040648,0.028493151,0.004056561,1,1,1,0,0,2,FALSE
44,"Flowers, Tyler",452095,2020,c,4969210.844,2020,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE
45,"Markakis, Nick",455976,2020,rf,4969210.844,2020,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE
46,"Duvall, Adam",594807,2024,cf,3075353.088,2024,0.175061554,136,2,69.15377256,0.028040462,0.124200913,0.027654526,0,1,0,0,0,3,TRUE,0.171169474,136,2,51.74293747,0.020980719,0.124200913,0.020763654,0,1,0,0,0,3,TRUE,0.167534093,136,2,35.44655859,0.014372866,0.124200913,0.014270555,0,1,0,0,0,3,TRUE,0.150852623,136,2,69.15377256,0.016824277,0.074520548,0.016684317,0,1,0,0,0,4,FALSE,0.148517376,136,2,51.74293747,0.012588431,0.074520548,0.012509856,0,1,0,0,0,4,FALSE,0.146336147,136,2,35.44655859,0.008623719,0.074520548,0.008586747,0,1,0,0,0,4,FALSE
47,"O'Day, Darren",503285,2020,rhp,3416332.455,2020,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE
48,"Verdugo, Alex",657077,2025,lf,1500000,2025,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,5,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,5,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,5,TRUE
49,"Greene, Shane",572888,2021,rhp,1780158.353,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE
50,"Tomlin, Josh",458708,2021,rhp,1483465.294,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE
51,"Lamb, Jake",571875,2021,1b,1186772.235,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE
52,"Hechavarria, Adeiny",588751,2020,ss,1242302.711,2020,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE
53,"Casali, Curt",592200,2025,c,,2025,0.162904485,46,3,13.86536346,0.005622126,0.042009132,0.00560638,0,1,0,0,0,3,TRUE,0.161644382,46,3,8.202130131,0.003325799,0.042009132,0.00332028,0,1,0,0,0,3,TRUE,0.160725638,46,3,4.073057283,0.001651543,0.042009132,0.00165018,0,1,0,0,0,3,TRUE,0.18176033,59,4,16.55646164,0.004027987,0.032328767,0.004019896,0,1,0,0,0,5,TRUE,0.180823321,59,4,9.57232005,0.00232883,0.032328767,0.002326122,0,1,0,0,0,5,TRUE,0.18016069,59,4,4.630134932,0.001126456,0.032328767,0.001125822,0,1,0,0,0,5,TRUE
54,"Farmer, Buck",571656,2025,rhp,,2025,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0.074728815,11,1,1.765096658,0.000429427,0.006027397,0.000429335,0,0,0,0,0,5,TRUE,0.074605331,11,1,0.773527121,0.00018819,0.006027397,0.000188172,0,0,0,0,0,5,TRUE,0.074541067,11,1,0.257484811,6.26E-05,0.006027397,6.26E-05,0,0,0,0,0,5,TRUE
55,"McCann, James",,2025,c,,2025,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,5,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,5,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,5,TRUE
56,"Neris, Héctor",593576,2025,rhp,,2025,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0.077275406,23,1,3.355142408,0.000816266,0.01260274,0.000815933,0,0,0,0,0,5,TRUE,0.077017214,23,1,1.470340808,0.000357716,0.01260274,0.000357652,0,0,0,0,0,5,TRUE,0.076882843,23,1,0.489433938,0.000119073,0.01260274,0.000119066,0,0,0,0,0,5,TRUE
57,"Gurriel, Yuli",493329,2024,1b,,2024,0.076929139,11,1,4.096928487,0.001661222,0.010045662,0.001659844,0,1,0,0,0,3,TRUE,0.07662781,11,1,2.423560024,0.000982705,0.010045662,0.000982222,0,1,0,0,0,3,TRUE,0.07640811,11,1,1.203504291,0.000487997,0.010045662,0.000487878,0,1,0,0,0,3,TRUE,0.075063966,11,1,4.096928487,0.000996733,0.006027397,0.000996237,0,1,0,0,0,4,FALSE,0.074883168,11,1,2.423560024,0.000589623,0.006027397,0.000589449,0,1,0,0,0,4,FALSE,0.074751349,11,1,1.203504291,0.000292798,0.006027397,0.000292755,0,1,0,0,0,4,FALSE
58,"Adrianza, Ehire",501303,2023,ss,,2023,0.212108224,95,4,57.48624324,0.023309514,0.086757991,0.023041996,0,0,0,0,0,3,TRUE,0.209507779,95,4,45.62549986,0.018500221,0.086757991,0.018331174,0,0,0,0,0,3,TRUE,0.206865645,95,4,33.56935744,0.013611698,0.086757991,0.013519891,0,0,0,0,0,3,TRUE,0.194383708,95,4,57.48624324,0.013985708,0.052054795,0.013888811,0,0,0,0,0,3,FALSE,0.192823442,95,4,45.62549986,0.011100133,0.052054795,0.011038978,0,0,0,0,0,3,FALSE,0.191238161,95,4,33.56935744,0.008167019,0.052054795,0.008133849,0,0,0,0,0,3,FALSE
59,"Chavez, Jesse",445926,2023,rhp,,2023,0.078217433,15,1,4.406365505,0.001786692,0.01369863,0.001785098,0,0,0,0,0,3,TRUE,0.07780653,15,1,2.606609152,0.001056928,0.01369863,0.001056369,0,0,0,0,0,3,TRUE,0.07750694,15,1,1.294403797,0.000524855,0.01369863,0.000524717,0,0,0,0,0,3,TRUE,0.075836942,15,1,4.406365505,0.001072015,0.008219178,0.001071441,0,0,0,0,0,3,FALSE,0.075590401,15,1,2.606609152,0.000634157,0.008219178,0.000633956,0,0,0,0,0,3,FALSE,0.075410646,15,1,1.294403797,0.000314913,0.008219178,0.000314863,0,0,0,0,0,3,FALSE
60,"Pillar, Kevin",607680,2023,cf,,2023,0.186782192,137,2,131.7666444,0.05342872,0.125114155,0.052050292,1,1,1,123,0.897810219,3,TRUE,0.183018442,137,2,104.5362182,0.042387331,0.125114155,0.041513593,1,1,1,123,0.897810219,3,TRUE,0.179220046,137,2,76.87676693,0.031171981,0.125114155,0.030696001,1,1,1,123,0.897810219,3,TRUE,0.157885006,137,2,131.7666444,0.032057232,0.075068493,0.031554123,1,1,1,123,0.897810219,3,FALSE,0.155626756,137,2,104.5362182,0.025432399,0.075068493,0.025114376,1,1,1,123,0.897810219,3,FALSE,0.153347719,137,2,76.87676693,0.018703188,0.075068493,0.018530434,1,1,1,123,0.897810219,3,FALSE
61,"Holt, Brock",571788,2022,3b-rf,,2022,0.168850884,52,3,31.64821199,0.012832712,0.047488584,0.012751071,0,0,0,0,0,2,FALSE,0.167435857,52,3,25.27161057,0.010247129,0.047488584,0.010194983,0,0,0,0,0,2,FALSE,0.165982364,52,3,18.72166958,0.00759126,0.047488584,0.007562591,0,0,0,0,0,2,FALSE,0.159123496,52,3,31.64821199,0.007699627,0.028493151,0.007670137,0,0,0,0,0,2,FALSE,0.15827448,52,3,25.27161057,0.006148277,0.028493151,0.006129454,0,0,0,0,0,2,FALSE,0.157402384,52,3,18.72166958,0.004554756,0.028493151,0.004544414,0,0,0,0,0,2,FALSE
62,"O'Day, Darren",503285,2022,rhp,,2022,0.144743363,61,2,46.91034039,0.019021198,0.055707763,0.018842557,1,1,1,61,1,2,FALSE,0.143083427,61,2,37.45866763,0.015188735,0.055707763,0.015074541,1,1,1,61,1,2,FALSE,0.141378369,61,2,27.7500635,0.011252092,0.055707763,0.011189258,1,1,1,61,1,2,FALSE,0.132661709,61,2,46.91034039,0.011412719,0.033424658,0.011348085,1,1,1,61,1,2,FALSE,0.131665747,61,2,37.45866763,0.009113241,0.033424658,0.009071966,1,1,1,61,1,2,FALSE,0.130642712,61,2,27.7500635,0.006751255,0.033424658,0.006728567,1,1,1,61,1,2,FALSE
63,"Adrianza, Ehire",501303,2021,ss,,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE
64,"Flowers, Tyler",452095,2021,c,,2021,0.0745899,5,1,2.957776822,0.001199319,0.00456621,0.0011986,0,0,0,0,0,1,FALSE,0.07445384,5,1,2.361832764,0.000957676,0.00456621,0.000957217,0,0,0,0,0,1,FALSE,0.074314081,5,1,1.749688746,0.000709464,0.00456621,0.000709212,0,0,0,0,0,1,FALSE,0.073660423,5,1,2.957776822,0.000719591,0.002739726,0.000719333,0,0,0,0,0,1,FALSE,0.073578787,5,1,2.361832764,0.000574605,0.002739726,0.00057444,0,0,0,0,0,1,FALSE,0.073494931,5,1,1.749688746,0.000425678,0.002739726,0.000425588,0,0,0,0,0,1,FALSE
65,"Kipnis, Jason",543401,2021,2b-of,,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE
66,"Sandoval, Pablo",467055,2021,3b-1b,,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE
67,"Alonso, Yonder",475174,2020,1b,,2020,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE
68,"Hernandez, Felix",,2020,rhp-s,,2020,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE
69,"Tomlin, Josh",458708,2020,rhp-s,,2020,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE
70,"O'Neill, Tyler",641933,2025,lf,49500000,2025,0.306102352,177,8,80.71327678,0.032727608,0.161643836,0.032203465,0,1,0,21,0.118644068,3,TRUE,0.301077499,177,8,55.878119,0.022657452,0.161643836,0.022404584,0,1,0,21,0.118644068,3,TRUE,0.296827143,177,8,34.89378953,0.014148729,0.161643836,0.01404957,0,1,0,21,0.118644068,3,TRUE,0.30175483,201,10,86.06442202,0.020938434,0.110136986,0.020722237,0,1,0,21,0.104477612,5,TRUE,0.298405864,201,10,58.60268895,0.014257326,0.110136986,0.014156646,0,1,0,21,0.104477612,5,TRUE,0.295650016,201,10,36.00151701,0.008758734,0.110136986,0.008720599,0,1,0,21,0.104477612,5,TRUE
71,"Morton, Charlie",119424,2025,rhp-s,15000000,2025,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,5,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,5,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,5,TRUE
72,"Kimbrel, Craig",518886,2024,rhp-c,13326530.05,2024,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,4,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,4,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,4,FALSE
73,"Kittredge, Andrew",552640,2025,rhp,10000000,2025,0.44048684,547,3,471.8613628,0.191330278,0.499543379,0.175070564,1,1,1,527,0.963436929,3,TRUE,0.424505483,547,3,316.9726178,0.128526012,0.499543379,0.120912367,1,1,1,527,0.963436929,3,TRUE,0.411153379,547,3,187.2720356,0.075935038,0.499543379,0.073190087,1,1,1,527,0.963436929,3,TRUE,0.378374947,606,5,483.8510668,0.117715117,0.332054795,0.111286527,1,1,1,575,0.948844884,5,TRUE,0.368094189,606,5,322.4316798,0.078443731,0.332054795,0.075519012,1,1,1,575,0.948844884,5,TRUE,0.359708252,606,5,189.1975337,0.046029473,0.332054795,0.045001542,1,1,1,575,0.948844884,5,TRUE
74,"Gibson, Kyle",,2023,rhp-s,10553751.32,2023,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,3,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,3,FALSE
75,"Sanchez, Gary",596142,2025,c,8500000,2025,0.1294175,31,2,21.08894874,0.008551144,0.028310502,0.00851479,0,1,0,0,0,3,TRUE,0.128573926,31,2,16.83986761,0.006828227,0.028310502,0.00680502,0,1,0,0,0,3,TRUE,0.127707421,31,2,12.47528076,0.005058475,0.028310502,0.005045724,0,1,0,0,0,3,TRUE,0.156173362,43,3,23.57303937,0.005735036,0.023561644,0.005718653,0,1,0,0,0,5,TRUE,0.155500191,43,3,18.1046583,0.004404645,0.023561644,0.004394973,0,1,0,0,0,5,TRUE,0.15487747,43,3,12.98950628,0.00316019,0.023561644,0.003155207,0,1,0,0,0,5,TRUE
76,"Frazier, Adam",624428,2023,ss-of,8443001.056,2023,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,3,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,3,FALSE
77,"Lyles, Jordan",543475,2022,rhp,7692566.238,2022,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE
78,"Gibson, Kyle",,2025,rhp-s,5250000,2025,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,5,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,5,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,5,TRUE
79,"Givens, Mychal",571710,2023,rhp,5276875.66,2023,0.132417962,39,2,22.4869685,0.009118013,0.035616438,0.009076695,0,1,0,0,0,3,TRUE,0.131303145,39,2,16.88514783,0.006846587,0.035616438,0.006823256,0,1,0,0,0,3,TRUE,0.130259523,39,2,11.62007507,0.004711706,0.035616438,0.004700641,0,1,0,0,0,3,TRUE,0.125266468,39,2,22.4869685,0.005470808,0.021369863,0.005455897,0,1,0,0,0,3,FALSE,0.124597578,39,2,16.88514783,0.004107952,0.021369863,0.004099538,0,1,0,0,0,3,FALSE,0.123971405,39,2,11.62007507,0.002827024,0.021369863,0.002823035,0,1,0,0,0,3,FALSE
80,"Iglesias, Jose",578428,2020,ss,3726908.133,2020,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE
81,"Galvis, Freddy",520471,2021,ss,1780158.353,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE
82,"Chirinos, Robinson",455139,2022,c,989044.2306,2022,0.120867352,14,2,7.399405065,0.00300031,0.012785388,0.002995818,0,1,0,0,0,2,FALSE,0.120450685,14,2,5.08553177,0.002062081,0.012785388,0.002059958,0,1,0,0,0,2,FALSE,0.120090359,14,2,3.08453094,0.001250715,0.012785388,0.001249934,0,1,0,0,0,2,FALSE,0.118336102,14,2,7.399405065,0.001800186,0.007671233,0.001798567,0,1,0,0,0,2,FALSE,0.118086102,14,2,5.08553177,0.001237248,0.007671233,0.001236484,0,1,0,0,0,2,FALSE,0.117869906,14,2,3.08453094,0.000750429,0.007671233,0.000750148,0,1,0,0,0,2,FALSE
83,"Wong, Kolten",543939,2024,2b,,2024,0.195119956,66,4,23.94726912,0.009710135,0.060273973,0.009663295,0,0,0,0,0,3,TRUE,0.193262246,66,4,15.12990967,0.006134874,0.060273973,0.006116132,0,0,0,0,0,3,TRUE,0.191822985,66,4,8.274012696,0.003354945,0.060273973,0.00334933,0,0,0,0,0,3,TRUE,0.184190748,66,4,23.94726912,0.005826081,0.036164384,0.005809175,0,0,0,0,0,4,FALSE,0.183076122,66,4,15.12990967,0.003680924,0.036164384,0.003674166,0,0,0,0,0,4,FALSE,0.182212565,66,4,8.274012696,0.002012967,0.036164384,0.002010944,0,0,0,0,0,4,FALSE
84,"Harvey, Matt",,2022,rhp-s,,2022,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE
